Name,Personality,Species,Image
O'Hare,Smug,Rabbit,"<img alt=""NH-O&amp;#039;Hare poster"" class="""" data-image-key=""NH-O%27Hare_poster.png"" data-image-name=""NH-O'Hare poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/5/57/NH-O%27Hare_poster.png/revision/latest/scale-to-width-down/100?cb=20200410185212"" width=""100""/>"
Olaf,Smug,Anteater,"<img alt=""NH-Olaf poster"" class="""" data-image-key=""NH-Olaf_poster.png"" data-image-name=""NH-Olaf poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/5/5c/NH-Olaf_poster.png/revision/latest/scale-to-width-down/100?cb=20200522184827"" width=""100""/>"
Olive,Normal,Cub,"<img alt=""NH-Olive poster"" class="""" data-image-key=""NH-Olive_poster.png"" data-image-name=""NH-Olive poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/f/fd/NH-Olive_poster.png/revision/latest/scale-to-width-down/100?cb=20200522184858"" width=""100""/>"
Olivia,Snooty,Cat,"<img alt=""NH-Olivia poster"" class="""" data-image-key=""NH-Olivia_poster.png"" data-image-name=""NH-Olivia poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/5/5a/NH-Olivia_poster.png/revision/latest/scale-to-width-down/100?cb=20200410182136"" width=""100""/>"
Opal,Snooty,Elephant,"<img alt=""NH-Opal poster"" class="""" data-image-key=""NH-Opal_poster.png"" data-image-name=""NH-Opal poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/7/73/NH-Opal_poster.png/revision/latest/scale-to-width-down/100?cb=20200522184918"" width=""100""/>"
Ozzie,Lazy,Koala,"<img alt=""NH-Ozzie poster"" class="""" data-image-key=""NH-Ozzie_poster.png"" data-image-name=""NH-Ozzie poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/2/2c/NH-Ozzie_poster.png/revision/latest/scale-to-width-down/100?cb=20200522185151"" width=""100""/>"
Pancetti,Snooty,Pig,"<img alt=""NH-Pancetti poster"" class="""" data-image-key=""NH-Pancetti_poster.png"" data-image-name=""NH-Pancetti poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/4/49/NH-Pancetti_poster.png/revision/latest/scale-to-width-down/100?cb=20200410185802"" width=""100""/>"
Pango,Peppy,Anteater,"<img alt=""NH-Pango poster"" class="""" data-image-key=""NH-Pango_poster.png"" data-image-name=""NH-Pango poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/d/d3/NH-Pango_poster.png/revision/latest/scale-to-width-down/100?cb=20200522185217"" width=""100""/>"
Paolo,Lazy,Elephant,"<img alt=""NH-Paolo poster"" class="""" data-image-key=""NH-Paolo_poster.png"" data-image-name=""NH-Paolo poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/f/fc/NH-Paolo_poster.png/revision/latest/scale-to-width-down/100?cb=20200522185319"" width=""100""/>"
Papi,Lazy,Horse,"<img alt=""NH-Papi poster"" class="""" data-image-key=""NH-Papi_poster.png"" data-image-name=""NH-Papi poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/6/6d/NH-Papi_poster.png/revision/latest/scale-to-width-down/100?cb=20200522185246"" width=""100""/>"
Pashmina,Sisterly,Goat,"<img alt=""NH-Pashmina poster"" class="""" data-image-key=""NH-Pashmina_poster.png"" data-image-name=""NH-Pashmina poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/2/29/NH-Pashmina_poster.png/revision/latest/scale-to-width-down/100?cb=20200522185339"" width=""100""/>"
Pate,Peppy,Duck,"<img alt=""NH-Pate poster"" class="""" data-image-key=""NH-Pate_poster.png"" data-image-name=""NH-Pate poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/2/20/NH-Pate_poster.png/revision/latest/scale-to-width-down/100?cb=20200522185358"" width=""100""/>"
Patty,Peppy,Cow,"<img alt=""NH-Patty poster"" class="""" data-image-key=""NH-Patty_poster.png"" data-image-name=""NH-Patty poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/f/f8/NH-Patty_poster.png/revision/latest/scale-to-width-down/100?cb=20200522185417"" width=""100""/>"
Paula,Sisterly,Bear,"<img alt=""NH-Paula poster"" class="""" data-image-key=""NH-Paula_poster.png"" data-image-name=""NH-Paula poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/7/79/NH-Paula_poster.png/revision/latest/scale-to-width-down/100?cb=20200522185438"" width=""100""/>"
Peaches,Normal,Horse,"<img alt=""NH-Peaches poster"" class="""" data-image-key=""NH-Peaches_poster.png"" data-image-name=""NH-Peaches poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/8/8a/NH-Peaches_poster.png/revision/latest/scale-to-width-down/100?cb=20200522185456"" width=""100""/>"
Peanut,Peppy,Squirrel,"<img alt=""NH-Peanut poster"" class="""" data-image-key=""NH-Peanut_poster.png"" data-image-name=""NH-Peanut poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/6/68/NH-Peanut_poster.png/revision/latest/scale-to-width-down/100?cb=20200522185516"" width=""100""/>"
Pecan,Snooty,Squirrel,"<img alt=""NH-Pecan poster"" class="""" data-image-key=""NH-Pecan_poster.png"" data-image-name=""NH-Pecan poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/4/48/NH-Pecan_poster.png/revision/latest/scale-to-width-down/100?cb=20200410184245"" width=""100""/>"
Peck,Jock,Bird,"<img alt=""NH-Peck poster"" class="""" data-image-key=""NH-Peck_poster.png"" data-image-name=""NH-Peck poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/d/d8/NH-Peck_poster.png/revision/latest/scale-to-width-down/100?cb=20200522185539"" width=""100""/>"
Peewee,Cranky,Gorilla,"<img alt=""NH-Peewee poster"" class="""" data-image-key=""NH-Peewee_poster.png"" data-image-name=""NH-Peewee poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/c/cb/NH-Peewee_poster.png/revision/latest/scale-to-width-down/100?cb=20200522185601"" width=""100""/>"
Peggy,Peppy,Pig,"<img alt=""NH-Peggy poster"" class="""" data-image-key=""NH-Peggy_poster.png"" data-image-name=""NH-Peggy poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/a/a1/NH-Peggy_poster.png/revision/latest/scale-to-width-down/100?cb=20200410185931"" width=""100""/>"
Pekoe,Normal,Cub,"<img alt=""NH-Pekoe poster"" class="""" data-image-key=""NH-Pekoe_poster.png"" data-image-name=""NH-Pekoe poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/6/6a/NH-Pekoe_poster.png/revision/latest/scale-to-width-down/100?cb=20200522185628"" width=""100""/>"
Penelope,Peppy,Mouse,"<img alt=""NH-Penelope poster"" class="""" data-image-key=""NH-Penelope_poster.png"" data-image-name=""NH-Penelope poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/7/72/NH-Penelope_poster.png/revision/latest/scale-to-width-down/100?cb=20200410192138"" width=""100""/>"
Phil,Smug,Ostrich,"<img alt=""NH-Phil poster"" class="""" data-image-key=""NH-Phil_poster.png"" data-image-name=""NH-Phil poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/2/26/NH-Phil_poster.png/revision/latest/scale-to-width-down/100?cb=20200410191701"" width=""100""/>"
Phoebe,Sisterly,Ostrich,"<img alt=""NH-Phoebe poster"" class="""" data-image-key=""NH-Phoebe_poster.png"" data-image-name=""NH-Phoebe poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/8/8b/NH-Phoebe_poster.png/revision/latest/scale-to-width-down/100?cb=20200410191547"" width=""100""/>"
Pierce,Jock,Eagle,"<img alt=""NH-Pierce poster"" class="""" data-image-key=""NH-Pierce_poster.png"" data-image-name=""NH-Pierce poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/8/8f/NH-Pierce_poster.png/revision/latest/scale-to-width-down/100?cb=20200410191226"" width=""100""/>"
Pietro,Smug,Sheep,"<img alt=""NH-Pietro poster"" class="""" data-image-key=""NH-Pietro_poster.png"" data-image-name=""NH-Pietro poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/2/21/NH-Pietro_poster.png/revision/latest/scale-to-width-down/100?cb=20200522185656"" width=""100""/>"
Pinky,Peppy,Bear,"<img alt=""NH-Pinky poster"" class="""" data-image-key=""NH-Pinky_poster.png"" data-image-name=""NH-Pinky poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/e/ea/NH-Pinky_poster.png/revision/latest/scale-to-width-down/100?cb=20200522185718"" width=""100""/>"
Piper,Peppy,Bird,"<img alt=""NH-Piper poster"" class="""" data-image-key=""NH-Piper_poster.png"" data-image-name=""NH-Piper poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/4/47/NH-Piper_poster.png/revision/latest/scale-to-width-down/100?cb=20200522185742"" width=""100""/>"
Pippy,Peppy,Rabbit,"<img alt=""NH-Pippy poster"" class="""" data-image-key=""NH-Pippy_poster.png"" data-image-name=""NH-Pippy poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/8/8c/NH-Pippy_poster.png/revision/latest/scale-to-width-down/100?cb=20200410185526"" width=""100""/>"
Plucky,Sisterly,Chicken,"<img alt=""NH-Plucky poster"" class="""" data-image-key=""NH-Plucky_poster.png"" data-image-name=""NH-Plucky poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/6/62/NH-Plucky_poster.png/revision/latest/scale-to-width-down/100?cb=20200522185801"" width=""100""/>"
Pompom,Peppy,Duck,"<img alt=""NH-Pompom poster"" class="""" data-image-key=""NH-Pompom_poster.png"" data-image-name=""NH-Pompom poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/1/18/NH-Pompom_poster.png/revision/latest/scale-to-width-down/100?cb=20200522185820"" width=""100""/>"
Poncho,Jock,Cub,"<img alt=""NH-Poncho poster"" class="""" data-image-key=""NH-Poncho_poster.png"" data-image-name=""NH-Poncho poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/e/ea/NH-Poncho_poster.png/revision/latest/scale-to-width-down/100?cb=20200522185838"" width=""100""/>"
Poppy,Normal,Squirrel,"<img alt=""NH-Poppy poster"" class="""" data-image-key=""NH-Poppy_poster.png"" data-image-name=""NH-Poppy poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/5/5c/NH-Poppy_poster.png/revision/latest/scale-to-width-down/100?cb=20200410183916"" width=""100""/>"
Portia,Snooty,Dog,"<img alt=""NH-Portia poster"" class="""" data-image-key=""NH-Portia_poster.png"" data-image-name=""NH-Portia poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/7/79/NH-Portia_poster.png/revision/latest/scale-to-width-down/100?cb=20200522185904"" width=""100""/>"
Prince,Lazy,Frog,"<img alt=""NH-Prince poster"" class="""" data-image-key=""NH-Prince_poster.png"" data-image-name=""NH-Prince poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/0/0b/NH-Prince_poster.png/revision/latest/scale-to-width-down/100?cb=20200522185927"" width=""100""/>"
Puck,Lazy,Penguin,"<img alt=""NH-Puck poster"" class="""" data-image-key=""NH-Puck_poster.png"" data-image-name=""NH-Puck poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/5/52/NH-Puck_poster.png/revision/latest/scale-to-width-down/100?cb=20200410190527"" width=""100""/>"
Puddles,Peppy,Frog,"<img alt=""NH-Puddles poster"" class="""" data-image-key=""NH-Puddles_poster.png"" data-image-name=""NH-Puddles poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/7/78/NH-Puddles_poster.png/revision/latest/scale-to-width-down/100?cb=20200522185948"" width=""100""/>"
Pudge,Lazy,Cub,"<img alt=""NH-Pudge poster"" class="""" data-image-key=""NH-Pudge_poster.png"" data-image-name=""NH-Pudge poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/2/2b/NH-Pudge_poster.png/revision/latest/scale-to-width-down/100?cb=20200522190008"" width=""100""/>"
Punchy,Lazy,Cat,"<img alt=""NH-Punchy poster"" class="""" data-image-key=""NH-Punchy_poster.png"" data-image-name=""NH-Punchy poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/d/d2/NH-Punchy_poster.png/revision/latest/scale-to-width-down/100?cb=20200410182252"" width=""100""/>"
Purrl,Snooty,Cat,"<img alt=""NH-Purrl poster"" class="""" data-image-key=""NH-Purrl_poster.png"" data-image-name=""NH-Purrl poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/3/3d/NH-Purrl_poster.png/revision/latest/scale-to-width-down/100?cb=20200410182641"" width=""100""/>"
Queenie,Snooty,Ostrich,"<img alt=""NH-Queenie poster"" class="""" data-image-key=""NH-Queenie_poster.png"" data-image-name=""NH-Queenie poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/c/c6/NH-Queenie_poster.png/revision/latest/scale-to-width-down/100?cb=20200410191922"" width=""100""/>"
Quillson,Smug,Duck,"<img alt=""NH-Quillson poster"" class="""" data-image-key=""NH-Quillson_poster.png"" data-image-name=""NH-Quillson poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/6/69/NH-Quillson_poster.png/revision/latest/scale-to-width-down/100?cb=20200522190041"" width=""100""/>"
Raddle,Lazy,Frog,"<img alt=""NH-Raddle poster"" class="""" data-image-key=""NH-Raddle_poster.png"" data-image-name=""NH-Raddle poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/5/5b/NH-Raddle_poster.png/revision/latest/scale-to-width-down/100?cb=20200522190100"" width=""100""/>"
Rasher,Cranky,Pig,"<img alt=""NH-Rasher poster"" class="""" data-image-key=""NH-Rasher_poster.png"" data-image-name=""NH-Rasher poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/b/ba/NH-Rasher_poster.png/revision/latest/scale-to-width-down/100?cb=20200410190250"" width=""100""/>"
Raymond,Smug,Cat,"<img alt=""NH-Raymond poster"" class="""" data-image-key=""NH-Raymond_poster.png"" data-image-name=""NH-Raymond poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/8/8e/NH-Raymond_poster.png/revision/latest/scale-to-width-down/100?cb=20200522190120"" width=""100""/>"
Renée,Sisterly,Rhino,"<img alt=""NH-Renée poster"" class="""" data-image-key=""NH-Ren%C3%A9e_poster.png"" data-image-name=""NH-Renée poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/d/d8/NH-Ren%C3%A9e_poster.png/revision/latest/scale-to-width-down/100?cb=20200522190140"" width=""100""/>"
Reneigh,Sisterly,Horse,"<img alt=""NH-Reneigh poster"" class="""" data-image-key=""NH-Reneigh_poster.png"" data-image-name=""NH-Reneigh poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/3/33/NH-Reneigh_poster.png/revision/latest/scale-to-width-down/100?cb=20200522190158"" width=""100""/>"
Rex,Lazy,Lion,"<img alt=""NH-Rex poster"" class="""" data-image-key=""NH-Rex_poster.png"" data-image-name=""NH-Rex poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/a/a7/NH-Rex_poster.png/revision/latest/scale-to-width-down/100?cb=20200522190216"" width=""100""/>"
Rhonda,Normal,Rhino,"<img alt=""NH-Rhonda poster"" class="""" data-image-key=""NH-Rhonda_poster.png"" data-image-name=""NH-Rhonda poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/1/12/NH-Rhonda_poster.png/revision/latest/scale-to-width-down/100?cb=20200410185017"" width=""100""/>"
Ribbot,Jock,Frog,"<img alt=""NH-Ribbot poster"" class="""" data-image-key=""NH-Ribbot_poster.png"" data-image-name=""NH-Ribbot poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/4/4e/NH-Ribbot_poster.png/revision/latest/scale-to-width-down/100?cb=20200522190235"" width=""100""/>"
Ricky,Cranky,Squirrel,"<img alt=""NH-Ricky poster"" class="""" data-image-key=""NH-Ricky_poster.png"" data-image-name=""NH-Ricky poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/6/6b/NH-Ricky_poster.png/revision/latest/scale-to-width-down/100?cb=20200410184030"" width=""100""/>"
Rizzo,Cranky,Mouse,"<img alt=""NH-Rizzo poster"" class="""" data-image-key=""NH-Rizzo_poster.png"" data-image-name=""NH-Rizzo poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/9/93/NH-Rizzo_poster.png/revision/latest/scale-to-width-down/100?cb=20200410192330"" width=""100""/>"
Roald,Jock,Penguin,"<img alt=""NH-Roald poster"" class="""" data-image-key=""NH-Roald_poster.png"" data-image-name=""NH-Roald poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/4/4f/NH-Roald_poster.png/revision/latest/scale-to-width-down/100?cb=20200410190858"" width=""100""/>"
Robin,Snooty,Bird,"<img alt=""NH-Robin poster"" class="""" data-image-key=""NH-Robin_poster.png"" data-image-name=""NH-Robin poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/6/62/NH-Robin_poster.png/revision/latest/scale-to-width-down/100?cb=20200522190258"" width=""100""/>"
Rocco,Cranky,Hippo,"<img alt=""NH-Rocco poster"" class="""" data-image-key=""NH-Rocco_poster.png"" data-image-name=""NH-Rocco poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/3/32/NH-Rocco_poster.png/revision/latest/scale-to-width-down/100?cb=20200522190320"" width=""100""/>"
Rocket,Sisterly,Gorilla,"<img alt=""NH-Rocket poster"" class="""" data-image-key=""NH-Rocket_poster.png"" data-image-name=""NH-Rocket poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/d/d3/NH-Rocket_poster.png/revision/latest/scale-to-width-down/100?cb=20200522190339"" width=""100""/>"
Rod,Jock,Mouse,"<img alt=""NH-Rod poster"" class="""" data-image-key=""NH-Rod_poster.png"" data-image-name=""NH-Rod poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/1/10/NH-Rod_poster.png/revision/latest/scale-to-width-down/100?cb=20200410192406"" width=""100""/>"
Rodeo,Lazy,Bull,"<img alt=""NH-Rodeo poster"" class="""" data-image-key=""NH-Rodeo_poster.png"" data-image-name=""NH-Rodeo poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/1/15/NH-Rodeo_poster.png/revision/latest/scale-to-width-down/100?cb=20200522190402"" width=""100""/>"
Rodney,Smug,Hamster,"<img alt=""NH-Rodney poster"" class="""" data-image-key=""NH-Rodney_poster.png"" data-image-name=""NH-Rodney poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/5/58/NH-Rodney_poster.png/revision/latest/scale-to-width-down/100?cb=20200522190421"" width=""100""/>"
Rolf,Cranky,Tiger,"<img alt=""NH-Rolf poster"" class="""" data-image-key=""NH-Rolf_poster.png"" data-image-name=""NH-Rolf poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/5/5c/NH-Rolf_poster.png/revision/latest/scale-to-width-down/100?cb=20200410183806"" width=""100""/>"
Rooney,Cranky,Kangaroo,"<img alt=""NH-Rooney poster"" class="""" data-image-key=""NH-Rooney_poster.png"" data-image-name=""NH-Rooney poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/3/36/NH-Rooney_poster.png/revision/latest/scale-to-width-down/100?cb=20200522191451"" width=""100""/>"
Rory,Jock,Lion,"<img alt=""NH-Rory poster"" class="""" data-image-key=""NH-Rory_poster.png"" data-image-name=""NH-Rory poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/f/f3/NH-Rory_poster.png/revision/latest/scale-to-width-down/100?cb=20200522190446"" width=""100""/>"
Roscoe,Cranky,Horse,"<img alt=""NH-Roscoe poster"" class="""" data-image-key=""NH-Roscoe_poster.png"" data-image-name=""NH-Roscoe poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/0/01/NH-Roscoe_poster.png/revision/latest/scale-to-width-down/100?cb=20200522190504"" width=""100""/>"
Rosie,Peppy,Cat,"<img alt=""NH-Rosie poster"" class="""" data-image-key=""NH-Rosie_poster.png"" data-image-name=""NH-Rosie poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/4/46/NH-Rosie_poster.png/revision/latest/scale-to-width-down/100?cb=20200410182055"" width=""100""/>"
Rowan,Jock,Tiger,"<img alt=""NH-Rowan poster"" class="""" data-image-key=""NH-Rowan_poster.png"" data-image-name=""NH-Rowan poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/4/41/NH-Rowan_poster.png/revision/latest/scale-to-width-down/100?cb=20200410183742"" width=""100""/>"
Ruby,Peppy,Rabbit,"<img alt=""NH-Ruby poster"" class="""" data-image-key=""NH-Ruby_poster.png"" data-image-name=""NH-Ruby poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/5/5c/NH-Ruby_poster.png/revision/latest/scale-to-width-down/100?cb=20200410185420"" width=""100""/>"
Rudy,Jock,Cat,"<img alt=""NH-Rudy poster"" class="""" data-image-key=""NH-Rudy_poster.png"" data-image-name=""NH-Rudy poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/c/c1/NH-Rudy_poster.png/revision/latest/scale-to-width-down/100?cb=20200410182928"" width=""100""/>"
Sally,Normal,Squirrel,"<img alt=""NH-Sally poster"" class="""" data-image-key=""NH-Sally_poster.png"" data-image-name=""NH-Sally poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/5/5d/NH-Sally_poster.png/revision/latest/scale-to-width-down/100?cb=20200410184136"" width=""100""/>"
Samson,Jock,Mouse,"<img alt=""NH-Samson poster"" class="""" data-image-key=""NH-Samson_poster.png"" data-image-name=""NH-Samson poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/NH-Samson_poster.png/revision/latest/scale-to-width-down/100?cb=20200410192424"" width=""100""/>"
Sandy,Normal,Ostrich,"<img alt=""NH-Sandy poster"" class="""" data-image-key=""NH-Sandy_poster.png"" data-image-name=""NH-Sandy poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/9/93/NH-Sandy_poster.png/revision/latest/scale-to-width-down/100?cb=20200410191836"" width=""100""/>"
Savannah,Normal,Horse,"<img alt=""NH-Savannah poster"" class="""" data-image-key=""NH-Savannah_poster.png"" data-image-name=""NH-Savannah poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/1/10/NH-Savannah_poster.png/revision/latest/scale-to-width-down/100?cb=20200522190527"" width=""100""/>"
Scoot,Jock,Duck,"<img alt=""NH-Scoot poster"" class="""" data-image-key=""NH-Scoot_poster.png"" data-image-name=""NH-Scoot poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/9/9d/NH-Scoot_poster.png/revision/latest/scale-to-width-down/100?cb=20200522190547"" width=""100""/>"
Shari,Sisterly,Monkey,"<img alt=""NH-Shari poster"" class="""" data-image-key=""NH-Shari_poster.png"" data-image-name=""NH-Shari poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/4/47/NH-Shari_poster.png/revision/latest/scale-to-width-down/100?cb=20200410192655"" width=""100""/>"
Sheldon,Jock,Squirrel,"<img alt=""NH-Sheldon poster"" class="""" data-image-key=""NH-Sheldon_poster.png"" data-image-name=""NH-Sheldon poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/8/8e/NH-Sheldon_poster.png/revision/latest/scale-to-width-down/100?cb=20200410183900"" width=""100""/>"
Shep,Smug,Dog,"<img alt=""NH-Shep poster"" class="""" data-image-key=""NH-Shep_poster.png"" data-image-name=""NH-Shep poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/e/e9/NH-Shep_poster.png/revision/latest/scale-to-width-down/100?cb=20200522190611"" width=""100""/>"
Sherb,Lazy,Goat,"<img alt=""Sherb Poster NH"" class="""" data-image-key=""Sherb_Poster_NH.png"" data-image-name=""Sherb Poster NH.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/0/04/Sherb_Poster_NH.png/revision/latest/scale-to-width-down/100?cb=20200319185254"" width=""100""/>"
Simon,Lazy,Monkey,"<img alt=""NH-Simon poster"" class="""" data-image-key=""NH-Simon_poster.png"" data-image-name=""NH-Simon poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/6/6a/NH-Simon_poster.png/revision/latest/scale-to-width-down/100?cb=20200522190630"" width=""100""/>"
Skye,Normal,Wolf,"<img alt=""NH-Skye poster"" class="""" data-image-key=""NH-Skye_poster.png"" data-image-name=""NH-Skye poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/1/10/NH-Skye_poster.png/revision/latest/scale-to-width-down/100?cb=20200410183340"" width=""100""/>"
Sly,Jock,Alligator,"<img alt=""NH-Sly poster"" class="""" data-image-key=""NH-Sly_poster.png"" data-image-name=""NH-Sly poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/7/7f/NH-Sly_poster.png/revision/latest/scale-to-width-down/100?cb=20200522190705"" width=""100""/>"
Snake,Jock,Rabbit,"<img alt=""NH-Snake poster"" class="""" data-image-key=""NH-Snake_poster.png"" data-image-name=""NH-Snake poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/2/2c/NH-Snake_poster.png/revision/latest/scale-to-width-down/100?cb=20200410185619"" width=""100""/>"
Snooty,Snooty,Anteater,"<img alt=""NH-Snooty poster"" class="""" data-image-key=""NH-Snooty_poster.png"" data-image-name=""NH-Snooty poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/d/d2/NH-Snooty_poster.png/revision/latest/scale-to-width-down/100?cb=20200522190727"" width=""100""/>"
Soleil,Snooty,Hamster,"<img alt=""NH-Soleil poster"" class="""" data-image-key=""NH-Soleil_poster.png"" data-image-name=""NH-Soleil poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/9/9f/NH-Soleil_poster.png/revision/latest/scale-to-width-down/100?cb=20200522190746"" width=""100""/>"
Sparro,Jock,Bird,"<img alt=""NH-Sparro poster"" class="""" data-image-key=""NH-Sparro_poster.png"" data-image-name=""NH-Sparro poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/6/69/NH-Sparro_poster.png/revision/latest/scale-to-width-down/100?cb=20200522190812"" width=""100""/>"
Spike,Cranky,Rhino,"<img alt=""NH-Spike poster"" class="""" data-image-key=""NH-Spike_poster.png"" data-image-name=""NH-Spike poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/9/95/NH-Spike_poster.png/revision/latest/scale-to-width-down/100?cb=20200410185000"" width=""100""/>"
